Date,City,Location_Type,Society_Project,Block_Sector,Size,Price_PKR,Price_Per_Marla_PKR,Development_Status,Year,Month,Days_Since_Start
3/1/2024,Rawalpindi,Commercial,Faisal Hills,Commercial Zone A,6 Marla,17034031,2839005,Fully Operational,2024,3,1521
3/1/2024,Rawalpindi,Commercial,Faisal Hills,High Rise Plaza,7 Marla,21688411,3098344,Fully Operational,2024,3,1521
3/1/2024,Rawalpindi,Commercial,Faisal Hills,Commercial Zone B,8 Marla,23947072,2993384,Fully Operational,2024,3,1521
3/1/2024,Rawalpindi,Commercial,Faisal Hills,High Rise Plaza,9 Marla,25186912,2798546,Fully Operational,2024,3,1521
3/1/2024,Rawalpindi,Commercial,Faisal Hills,Commercial Zone A,10 Marla,29146038,2914604,Fully Operational,2024,3,1521
3/1/2024,Rawalpindi,Commercial,Faisal Hills,Commercial Zone B,12 Marla,34253352,2854446,Fully Operational,2024,3,1521
3/1/2024,Rawalpindi,Commercial,Faisal Hills,Commercial Zone B,13 Marla,35706096,2746623,Fully Operational,2024,3,1521
3/1/2024,Rawalpindi,Commercial,Faisal Hills,High Rise Plaza,14 Marla,39078858,2791347,Fully Operational,2024,3,1521
3/1/2024,Rawalpindi,Commercial,Faisal Hills,High Rise Plaza,15 Marla,42177655,2811844,Fully Operational,2024,3,1521
3/1/2024,Rawalpindi,Commercial,Faisal Hills,Commercial Zone B,16 Marla,47586672,2974167,Fully Operational,2024,3,1521
3/1/2024,Rawalpindi,Commercial,Faisal Hills,Commercial Zone B,17 Marla,50621133,2977714,Fully Operational,2024,3,1521
3/1/2024,Rawalpindi,Commercial,Faisal Hills,Commercial Zone A,18 Marla,52315187,2906399,Fully Operational,2024,3,1521
3/1/2024,Rawalpindi,Commercial,Faisal Hills,Commercial Zone A,19 Marla,49562975,2608578,Fully Operational,2024,3,1521
3/1/2024,Rawalpindi,Commercial,Faisal Hills,Commercial Zone A,20 Marla,60161257,3008063,Fully Operational,2024,3,1521
3/1/2024,Rawalpindi,Commercial,Grace Valley,Main Boulevard,4 Marla,11331439,2832860,Fully Operational,2024,3,1521
3/1/2024,Rawalpindi,Commercial,Grace Valley,Sector 3 Commercial,5 Marla,13844979,2768996,Fully Operational,2024,3,1521
3/1/2024,Rawalpindi,Commercial,Grace Valley,Central Commercial,6 Marla,14608918,2434820,Fully Operational,2024,3,1521
3/1/2024,Rawalpindi,Commercial,Grace Valley,Sector 3 Commercial,7 Marla,19648939,2806991,Fully Operational,2024,3,1521
3/1/2024,Rawalpindi,Commercial,Grace Valley,Sector 3 Commercial,8 Marla,20659794,2582474,Fully Operational,2024,3,1521
3/1/2024,Rawalpindi,Commercial,Grace Valley,Sector 3 Commercial,9 Marla,24236524,2692947,Fully Operational,2024,3,1521
3/1/2024,Rawalpindi,Commercial,Grace Valley,Main Boulevard,10 Marla,28625531,2862553,Fully Operational,2024,3,1521
3/1/2024,Rawalpindi,Commercial,Grace Valley,Sector 3 Commercial,12 Marla,32877502,2739792,Fully Operational,2024,3,1521
3/1/2024,Rawalpindi,Commercial,Grace Valley,Sector 3 Commercial,13 Marla,37091351,2853181,Fully Operational,2024,3,1521
3/1/2024,Rawalpindi,Commercial,Grace Valley,Main Boulevard,14 Marla,35924023,2566002,Fully Operational,2024,3,1521
3/1/2024,Rawalpindi,Commercial,Grace Valley,Sector 3 Commercial,15 Marla,41540192,2769346,Fully Operational,2024,3,1521
3/1/2024,Rawalpindi,Commercial,Grace Valley,Sector 3 Commercial,16 Marla,41027263,2564204,Fully Operational,2024,3,1521
3/1/2024,Rawalpindi,Commercial,Grace Valley,Central Commercial,17 Marla,46015629,2706802,Fully Operational,2024,3,1521
3/1/2024,Rawalpindi,Commercial,Grace Valley,Sector 3 Commercial,18 Marla,46585859,2588103,Fully Operational,2024,3,1521
3/1/2024,Rawalpindi,Commercial,Grace Valley,Sector 3 Commercial,19 Marla,47647822,2507780,Fully Operational,2024,3,1521
3/1/2024,Rawalpindi,Commercial,Grace Valley,Sector 3 Commercial,20 Marla,58930427,2946521,Fully Operational,2024,3,1521
4/1/2024,Islamabad,Commercial,DHA Islamabad,Executive Blocks,4 Marla,21257855,5314464,Fully Operational,2024,4,1552
4/1/2024,Islamabad,Commercial,DHA Islamabad,Executive Blocks,5 Marla,26497409,5299482,Fully Operational,2024,4,1552
4/1/2024,Islamabad,Commercial,DHA Islamabad,Executive Blocks,6 Marla,33331846,5555308,Fully Operational,2024,4,1552
4/1/2024,Islamabad,Commercial,DHA Islamabad,Executive Blocks,7 Marla,40099412,5728487,Fully Operational,2024,4,1552
4/1/2024,Islamabad,Commercial,DHA Islamabad,Sector Z,8 Marla,45543476,5692934,Fully Operational,2024,4,1552
4/1/2024,Islamabad,Commercial,DHA Islamabad,Executive Blocks,9 Marla,51721368,5746819,Fully Operational,2024,4,1552
4/1/2024,Islamabad,Commercial,DHA Islamabad,Executive Blocks,10 Marla,53126801,5312680,Fully Operational,2024,4,1552
4/1/2024,Islamabad,Commercial,DHA Islamabad,Sector Y Commercial,12 Marla,69283633,5773636,Fully Operational,2024,4,1552
4/1/2024,Islamabad,Commercial,DHA Islamabad,Sector Z,13 Marla,76303998,5869538,Fully Operational,2024,4,1552
4/1/2024,Islamabad,Commercial,DHA Islamabad,Sector Z,14 Marla,73538480,5252749,Fully Operational,2024,4,1552
4/1/2024,Islamabad,Commercial,DHA Islamabad,Sector Z,15 Marla,88542381,5902825,Fully Operational,2024,4,1552
4/1/2024,Islamabad,Commercial,DHA Islamabad,Sector Z,16 Marla,94004486,5875280,Fully Operational,2024,4,1552
4/1/2024,Islamabad,Commercial,DHA Islamabad,Commercial Plaza,17 Marla,96406477,5670969,Fully Operational,2024,4,1552
4/1/2024,Islamabad,Commercial,DHA Islamabad,Sector Z,18 Marla,95139581,5285532,Fully Operational,2024,4,1552
4/1/2024,Islamabad,Commercial,DHA Islamabad,Executive Blocks,19 Marla,106348314,5597280,Fully Operational,2024,4,1552
4/1/2024,Islamabad,Commercial,DHA Islamabad,Executive Blocks,20 Marla,101772140,5088607,Fully Operational,2024,4,1552
4/1/2024,Islamabad,Commercial,Bahria Town Islamabad,Markaz,4 Marla,16882844,4220711,Fully Operational,2024,4,1552
4/1/2024,Islamabad,Commercial,Bahria Town Islamabad,Commercial Broadway,5 Marla,20796709,4159342,Fully Operational,2024,4,1552
4/1/2024,Islamabad,Commercial,Bahria Town Islamabad,Mercy Square,6 Marla,23344212,3890702,Fully Operational,2024,4,1552
4/1/2024,Islamabad,Commercial,Bahria Town Islamabad,Markaz,7 Marla,25755287,3679327,Fully Operational,2024,4,1552
4/1/2024,Islamabad,Commercial,Bahria Town Islamabad,Mercy Square,8 Marla,35792694,4474087,Fully Operational,2024,4,1552
4/1/2024,Islamabad,Commercial,Bahria Town Islamabad,Awami Complex,9 Marla,37515135,4168348,Fully Operational,2024,4,1552
4/1/2024,Islamabad,Commercial,Bahria Town Islamabad,Awami Complex,10 Marla,41882183,4188218,Fully Operational,2024,4,1552
4/1/2024,Islamabad,Commercial,Bahria Town Islamabad,Commercial Broadway,12 Marla,50778986,4231582,Fully Operational,2024,4,1552
4/1/2024,Islamabad,Commercial,Bahria Town Islamabad,Commercial Broadway,13 Marla,54806015,4215847,Fully Operational,2024,4,1552
4/1/2024,Islamabad,Commercial,Bahria Town Islamabad,Mercy Square,14 Marla,62168117,4440580,Fully Operational,2024,4,1552
4/1/2024,Islamabad,Commercial,Bahria Town Islamabad,Awami Complex,15 Marla,61120425,4074695,Fully Operational,2024,4,1552
4/1/2024,Islamabad,Commercial,Bahria Town Islamabad,Mercy Square,16 Marla,62120018,3882501,Fully Operational,2024,4,1552
4/1/2024,Islamabad,Commercial,Bahria Town Islamabad,Awami Complex,17 Marla,65965446,3880320,Fully Operational,2024,4,1552
4/1/2024,Islamabad,Commercial,Bahria Town Islamabad,Mercy Square,18 Marla,72830565,4046143,Fully Operational,2024,4,1552
4/1/2024,Islamabad,Commercial,Bahria Town Islamabad,Markaz,19 Marla,70408988,3705736,Fully Operational,2024,4,1552
4/1/2024,Islamabad,Commercial,Bahria Town Islamabad,Awami Complex,20 Marla,83743461,4187173,Fully Operational,2024,4,1552
4/1/2024,Islamabad,Commercial,Capital Smart City,Square One,4 Marla,12665206,3166301,Fully Operational,2024,4,1552
4/1/2024,Islamabad,Commercial,Capital Smart City,Overseas Commercial,5 Marla,15944202,3188840,Fully Operational,2024,4,1552
4/1/2024,Islamabad,Commercial,Capital Smart City,Main Boulevard,6 Marla,21064104,3510684,Fully Operational,2024,4,1552
4/1/2024,Islamabad,Commercial,Capital Smart City,Overseas Commercial,7 Marla,22215438,3173634,Fully Operational,2024,4,1552
4/1/2024,Islamabad,Commercial,Capital Smart City,Main Boulevard,8 Marla,24039084,3004886,Fully Operational,2024,4,1552
4/1/2024,Islamabad,Commercial,Capital Smart City,Square One,9 Marla,27411504,3045723,Fully Operational,2024,4,1552
4/1/2024,Islamabad,Commercial,Capital Smart City,Square One,10 Marla,31799443,3179944,Fully Operational,2024,4,1552
4/1/2024,Islamabad,Commercial,Capital Smart City,Main Boulevard,12 Marla,41948471,3495706,Fully Operational,2024,4,1552
4/1/2024,Islamabad,Commercial,Capital Smart City,Square One,13 Marla,41360859,3181605,Fully Operational,2024,4,1552
4/1/2024,Islamabad,Commercial,Capital Smart City,Overseas Commercial,14 Marla,48454421,3461030,Fully Operational,2024,4,1552
4/1/2024,Islamabad,Commercial,Capital Smart City,Square One,15 Marla,50736085,3382406,Fully Operational,2024,4,1552
4/1/2024,Islamabad,Commercial,Capital Smart City,Overseas Commercial,16 Marla,54270409,3391901,Fully Operational,2024,4,1552
4/1/2024,Islamabad,Commercial,Capital Smart City,Main Boulevard,17 Marla,56923979,3348469,Fully Operational,2024,4,1552
4/1/2024,Islamabad,Commercial,Capital Smart City,Square One,18 Marla,60793361,3377409,Fully Operational,2024,4,1552
4/1/2024,Islamabad,Commercial,Capital Smart City,Main Boulevard,19 Marla,62317865,3279888,Fully Operational,2024,4,1552
4/1/2024,Islamabad,Commercial,Capital Smart City,Square One,20 Marla,69462927,3473146,Fully Operational,2024,4,1552
4/1/2024,Islamabad,Commercial,Faisal Town,Faisal Square,4 Marla,16671612,4167903,Fully Operational,2024,4,1552
4/1/2024,Islamabad,Commercial,Faisal Town,Faisal Square,5 Marla,22373926,4474785,Fully Operational,2024,4,1552
4/1/2024,Islamabad,Commercial,Faisal Town,Commercial Main,6 Marla,25561744,4260291,Fully Operational,2024,4,1552
4/1/2024,Islamabad,Commercial,Faisal Town,Faisal Square,7 Marla,27053505,3864786,Fully Operational,2024,4,1552
4/1/2024,Islamabad,Commercial,Faisal Town,Commercial Main,8 Marla,34412354,4301544,Fully Operational,2024,4,1552
4/1/2024,Islamabad,Commercial,Faisal Town,Commercial Main,9 Marla,38961196,4329022,Fully Operational,2024,4,1552
4/1/2024,Islamabad,Commercial,Faisal Town,Faisal Square,10 Marla,44922648,4492265,Fully Operational,2024,4,1552
4/1/2024,Islamabad,Commercial,Faisal Town,Commercial Main,12 Marla,52976337,4414695,Fully Operational,2024,4,1552
4/1/2024,Islamabad,Commercial,Faisal Town,Jinnah Super Market,13 Marla,58831195,4525477,Fully Operational,2024,4,1552
4/1/2024,Islamabad,Commercial,Faisal Town,Jinnah Super Market,14 Marla,61768923,4412066,Fully Operational,2024,4,1552
4/1/2024,Islamabad,Commercial,Faisal Town,Faisal Square,15 Marla,62033978,4135599,Fully Operational,2024,4,1552
4/1/2024,Islamabad,Commercial,Faisal Town,Faisal Square,16 Marla,69782772,4361423,Fully Operational,2024,4,1552
4/1/2024,Islamabad,Commercial,Faisal Town,Jinnah Super Market,17 Marla,75787056,4458062,Fully Operational,2024,4,1552
4/1/2024,Islamabad,Commercial,Faisal Town,Faisal Square,18 Marla,72291753,4016209,Fully Operational,2024,4,1552
4/1/2024,Islamabad,Commercial,Faisal Town,Jinnah Super Market,19 Marla,79931069,4206898,Fully Operational,2024,4,1552
4/1/2024,Islamabad,Commercial,Faisal Town,Commercial Main,20 Marla,93386355,4669318,Fully Operational,2024,4,1552
4/1/2024,Rawalpindi,Commercial,Bahria Town Rawalpindi,Phase 8 Markaz,4 Marla,14745996,3686499,Fully Operational,2024,4,1552
4/1/2024,Rawalpindi,Commercial,Bahria Town Rawalpindi,Phase 8 Markaz,5 Marla,18274477,3654895,Fully Operational,2024,4,1552
4/1/2024,Rawalpindi,Commercial,Bahria Town Rawalpindi,Eiffel Tower Area,6 Marla,20382111,3397018,Fully Operational,2024,4,1552
4/1/2024,Rawalpindi,Commercial,Bahria Town Rawalpindi,Phase 8 Markaz,7 Marla,23218320,3316903,Fully Operational,2024,4,1552
4/1/2024,Rawalpindi,Commercial,Bahria Town Rawalpindi,Phase 7 Commercial,8 Marla,27318472,3414809,Fully Operational,2024,4,1552
4/1/2024,Rawalpindi,Commercial,Bahria Town Rawalpindi,Phase 7 Commercial,9 Marla,33639780,3737753,Fully Operational,2024,4,1552
4/1/2024,Rawalpindi,Commercial,Bahria Town Rawalpindi,Eiffel Tower Area,10 Marla,33760183,3376018,Fully Operational,2024,4,1552
4/1/2024,Rawalpindi,Commercial,Bahria Town Rawalpindi,Phase 8 Markaz,12 Marla,43384925,3615410,Fully Operational,2024,4,1552
4/1/2024,Rawalpindi,Commercial,Bahria Town Rawalpindi,Phase 8 Markaz,13 Marla,48487944,3729842,Fully Operational,2024,4,1552
4/1/2024,Rawalpindi,Commercial,Bahria Town Rawalpindi,Phase 7 Commercial,14 Marla,48212333,3443738,Fully Operational,2024,4,1552
4/1/2024,Rawalpindi,Commercial,Bahria Town Rawalpindi,Eiffel Tower Area,15 Marla,58220694,3881380,Fully Operational,2024,4,1552
4/1/2024,Rawalpindi,Commercial,Bahria Town Rawalpindi,Phase 7 Commercial,16 Marla,57417735,3588608,Fully Operational,2024,4,1552
4/1/2024,Rawalpindi,Commercial,Bahria Town Rawalpindi,Phase 7 Commercial,17 Marla,60617070,3565710,Fully Operational,2024,4,1552
4/1/2024,Rawalpindi,Commercial,Bahria Town Rawalpindi,Phase 8 Markaz,18 Marla,59749734,3319430,Fully Operational,2024,4,1552
4/1/2024,Rawalpindi,Commercial,Bahria Town Rawalpindi,Phase 7 Commercial,19 Marla,71226361,3748756,Fully Operational,2024,4,1552
4/1/2024,Rawalpindi,Commercial,Bahria Town Rawalpindi,Phase 7 Commercial,20 Marla,67490077,3374504,Fully Operational,2024,4,1552
4/1/2024,Rawalpindi,Commercial,DHA Islamabad-Rawalpindi,Silver Plaza,4 Marla,23295082,5823770,Fully Operational,2024,4,1552
4/1/2024,Rawalpindi,Commercial,DHA Islamabad-Rawalpindi,Silver Plaza,5 Marla,24128602,4825720,Fully Operational,2024,4,1552
4/1/2024,Rawalpindi,Commercial,DHA Islamabad-Rawalpindi,Main Commercial,6 Marla,31703335,5283889,Fully Operational,2024,4,1552
4/1/2024,Rawalpindi,Commercial,DHA Islamabad-Rawalpindi,Silver Plaza,7 Marla,37824427,5403490,Fully Operational,2024,4,1552
4/1/2024,Rawalpindi,Commercial,DHA Islamabad-Rawalpindi,Saddar Market,8 Marla,42518897,5314862,Fully Operational,2024,4,1552
4/1/2024,Rawalpindi,Commercial,DHA Islamabad-Rawalpindi,Main Commercial,9 Marla,48666435,5407382,Fully Operational,2024,4,1552
4/1/2024,Rawalpindi,Commercial,DHA Islamabad-Rawalpindi,Main Commercial,10 Marla,52275052,5227505,Fully Operational,2024,4,1552
4/1/2024,Rawalpindi,Commercial,DHA Islamabad-Rawalpindi,Saddar Market,12 Marla,65125177,5427098,Fully Operational,2024,4,1552
4/1/2024,Rawalpindi,Commercial,DHA Islamabad-Rawalpindi,Saddar Market,13 Marla,65753190,5057938,Fully Operational,2024,4,1552
4/1/2024,Rawalpindi,Commercial,DHA Islamabad-Rawalpindi,Main Commercial,14 Marla,71873136,5133795,Fully Operational,2024,4,1552
4/1/2024,Rawalpindi,Commercial,DHA Islamabad-Rawalpindi,Silver Plaza,15 Marla,84123311,5608221,Fully Operational,2024,4,1552
4/1/2024,Rawalpindi,Commercial,DHA Islamabad-Rawalpindi,Main Commercial,16 Marla,88340706,5521294,Fully Operational,2024,4,1552
4/1/2024,Rawalpindi,Commercial,DHA Islamabad-Rawalpindi,Saddar Market,17 Marla,94253788,5544340,Fully Operational,2024,4,1552
4/1/2024,Rawalpindi,Commercial,DHA Islamabad-Rawalpindi,Saddar Market,18 Marla,91079725,5059985,Fully Operational,2024,4,1552
4/1/2024,Rawalpindi,Commercial,DHA Islamabad-Rawalpindi,Saddar Market,19 Marla,98662127,5192744,Fully Operational,2024,4,1552
4/1/2024,Rawalpindi,Commercial,DHA Islamabad-Rawalpindi,Saddar Market,20 Marla,102882249,5144112,Fully Operational,2024,4,1552
4/1/2024,Rawalpindi,Commercial,Faisal Hills,Commercial Zone A,4 Marla,11419699,2854925,Fully Operational,2024,4,1552
4/1/2024,Rawalpindi,Commercial,Faisal Hills,Commercial Zone B,5 Marla,14431790,2886358,Fully Operational,2024,4,1552
4/1/2024,Rawalpindi,Commercial,Faisal Hills,Commercial Zone A,6 Marla,18588670,3098112,Fully Operational,2024,4,1552
4/1/2024,Rawalpindi,Commercial,Faisal Hills,Commercial Zone A,7 Marla,20530681,2932954,Fully Operational,2024,4,1552
4/1/2024,Rawalpindi,Commercial,Faisal Hills,High Rise Plaza,8 Marla,24614576,3076822,Fully Operational,2024,4,1552
4/1/2024,Rawalpindi,Commercial,Faisal Hills,Commercial Zone B,9 Marla,24444346,2716038,Fully Operational,2024,4,1552
4/1/2024,Rawalpindi,Commercial,Faisal Hills,Commercial Zone B,10 Marla,27637053,2763705,Fully Operational,2024,4,1552
4/1/2024,Rawalpindi,Commercial,Faisal Hills,Commercial Zone A,12 Marla,33718006,2809834,Fully Operational,2024,4,1552
4/1/2024,Rawalpindi,Commercial,Faisal Hills,Commercial Zone A,13 Marla,38657649,2973665,Fully Operational,2024,4,1552
4/1/2024,Rawalpindi,Commercial,Faisal Hills,Commercial Zone A,14 Marla,36813219,2629516,Fully Operational,2024,4,1552
4/1/2024,Rawalpindi,Commercial,Faisal Hills,High Rise Plaza,15 Marla,44805385,2987026,Fully Operational,2024,4,1552
4/1/2024,Rawalpindi,Commercial,Faisal Hills,High Rise Plaza,16 Marla,42080522,2630033,Fully Operational,2024,4,1552
4/1/2024,Rawalpindi,Commercial,Faisal Hills,Commercial Zone A,17 Marla,52167596,3068682,Fully Operational,2024,4,1552
4/1/2024,Rawalpindi,Commercial,Faisal Hills,Commercial Zone B,18 Marla,54838531,3046585,Fully Operational,2024,4,1552
4/1/2024,Rawalpindi,Commercial,Faisal Hills,Commercial Zone A,19 Marla,51973614,2735453,Fully Operational,2024,4,1552
4/1/2024,Rawalpindi,Commercial,Faisal Hills,Commercial Zone B,20 Marla,61017735,3050887,Fully Operational,2024,4,1552
4/1/2024,Rawalpindi,Commercial,Grace Valley,Sector 3 Commercial,4 Marla,10836734,2709184,Fully Operational,2024,4,1552
4/1/2024,Rawalpindi,Commercial,Grace Valley,Sector 3 Commercial,5 Marla,14025251,2805050,Fully Operational,2024,4,1552
4/1/2024,Rawalpindi,Commercial,Grace Valley,Main Boulevard,6 Marla,15159552,2526592,Fully Operational,2024,4,1552
4/1/2024,Rawalpindi,Commercial,Grace Valley,Sector 3 Commercial,7 Marla,17960503,2565786,Fully Operational,2024,4,1552
4/1/2024,Rawalpindi,Commercial,Grace Valley,Sector 3 Commercial,8 Marla,24383210,3047901,Fully Operational,2024,4,1552
4/1/2024,Rawalpindi,Commercial,Grace Valley,Central Commercial,9 Marla,24265537,2696171,Fully Operational,2024,4,1552
4/1/2024,Rawalpindi,Commercial,Grace Valley,Sector 3 Commercial,10 Marla,25139488,2513949,Fully Operational,2024,4,1552
4/1/2024,Rawalpindi,Commercial,Grace Valley,Main Boulevard,12 Marla,31609801,2634150,Fully Operational,2024,4,1552
4/1/2024,Rawalpindi,Commercial,Grace Valley,Sector 3 Commercial,13 Marla,37864764,2912674,Fully Operational,2024,4,1552
4/1/2024,Rawalpindi,Commercial,Grace Valley,Main Boulevard,14 Marla,39169650,2797832,Fully Operational,2024,4,1552
4/1/2024,Rawalpindi,Commercial,Grace Valley,Main Boulevard,15 Marla,42154989,2810333,Fully Operational,2024,4,1552
4/1/2024,Rawalpindi,Commercial,Grace Valley,Sector 3 Commercial,16 Marla,46469596,2904350,Fully Operational,2024,4,1552
4/1/2024,Rawalpindi,Commercial,Grace Valley,Central Commercial,17 Marla,48957378,2879846,Fully Operational,2024,4,1552
4/1/2024,Rawalpindi,Commercial,Grace Valley,Central Commercial,18 Marla,48745678,2708093,Fully Operational,2024,4,1552
4/1/2024,Rawalpindi,Commercial,Grace Valley,Main Boulevard,19 Marla,53716327,2827175,Fully Operational,2024,4,1552
4/1/2024,Rawalpindi,Commercial,Grace Valley,Main Boulevard,20 Marla,54353728,2717686,Fully Operational,2024,4,1552
5/1/2024,Islamabad,Commercial,DHA Islamabad,Executive Blocks,4 Marla,20521406,5130352,Fully Operational,2024,5,1582
5/1/2024,Islamabad,Commercial,DHA Islamabad,Sector Z,5 Marla,25214755,5042951,Fully Operational,2024,5,1582
5/1/2024,Islamabad,Commercial,DHA Islamabad,Executive Blocks,6 Marla,31911116,5318519,Fully Operational,2024,5,1582
5/1/2024,Islamabad,Commercial,DHA Islamabad,Sector Y Commercial,7 Marla,36453823,5207689,Fully Operational,2024,5,1582
5/1/2024,Islamabad,Commercial,DHA Islamabad,Commercial Plaza,8 Marla,44893627,5611703,Fully Operational,2024,5,1582
5/1/2024,Islamabad,Commercial,DHA Islamabad,Sector Z,9 Marla,50754790,5639421,Fully Operational,2024,5,1582
5/1/2024,Islamabad,Commercial,DHA Islamabad,Sector Y Commercial,10 Marla,52881826,5288183,Fully Operational,2024,5,1582
